ID,"LICENSE ID","ACCOUNT NUMBER","SITE NUMBER","LEGAL NAME","DOING BUSINESS AS NAME",ADDRESS,CITY,STATE,"ZIP CODE",WARD,PRECINCT,"WARD PRECINCT","POLICE DISTRICT","LICENSE CODE","LICENSE DESCRIPTION","BUSINESS ACTIVITY ID","BUSINESS ACTIVITY","LICENSE NUMBER","APPLICATION TYPE","APPLICATION CREATED DATE","APPLICATION REQUIREMENTS COMPLETE","PAYMENT DATE","CONDITIONAL APPROVAL","LICENSE TERM START DATE","LICENSE TERM EXPIRATION DATE","LICENSE APPROVED FOR ISSUANCE","DATE ISSUED","LICENSE STATUS","LICENSE STATUS CHANGE DATE",SSA,LATITUDE,LONGITUDE,LOCATION,DI_CreateDate,DI_WorkflowFileName,APPLICATION_CREATED_DATE_CONVERTED,PAYMENT_DATE_CONVERTED,"LICENSE_TERM_START DATE_CONVERTED","LICENSE TERM EXPIRATION DATE CONVERTED","DATE ISSUED CONVERTED","LICENSE STATUS CHANGE DATE CONVERTED"
1899783-20110316,2078221,330192,1,"ELIAS A. KANELLOPOULOS","RITZ CLEANERS","200 E DELAWARE PL 1",CHICAGO,IL,60611,2,13,2-13,18,1010,"Limited Business License",NULL,NULL,1899783,RENEW,NULL,01/14/2011,02/14/2011,N,03/16/2011,03/15/2013,02/14/2011,02/15/2011,AAI,NULL,NULL,41.899354739,-87.621791302,"(41.89935473944382, -87.621791301926)","2022-10-06 12:53:44",test,NULL,"2011-02-14 00:00:00","2011-03-16 00:00:00","2013-03-15 00:00:00","2011-02-15 00:00:00",NULL
2863350-20220808,2863350,488437,1,"DOMONANT MEDIA LLC","DOMONANT MEDIA","1200 W 35TH ST 3RD 3A3130",CHICAGO,IL,60609,11,11,11-11,9,1010,"Limited Business License","476 | 1089","Photography Services | Multi-Media Services",2863350,ISSUE,08/08/2022,08/08/2022,08/08/2022,N,08/08/2022,08/15/2024,08/08/2022,08/08/2022,AAI,NULL,NULL,41.830728826,-87.655813252,"(41.830728825995436, -87.65581325202945)","2022-10-06 12:53:44",test,"2022-08-08 00:00:00","2022-08-08 00:00:00","2022-08-08 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
36311-20030216,1307168,5392,3,"FUJITEC AMERICA INC","FUJITEC AMERICA INC","1225  GREENBRIAR DR  G",ADDISON,IL,60101,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,36311,RENEW,NULL,12/17/2002,01/08/2003,N,02/16/2003,02/15/2004,01/08/2003,12/18/2008,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-01-08 00:00:00","2003-02-16 00:00:00","2004-02-15 00:00:00","2008-12-18 00:00:00",NULL
2477179-20200716,2731774,408244,1,"NAIL JUNKIE ROSCOE, INC.","NAIL JUNKIE ROSCOE, INC.","2127 W BELMONT AVE 1",CHICAGO,IL,60618,32,45,32-45,19,1010,"Limited Business License",895,"Nail Services",2477179,RENEW,NULL,05/15/2020,07/21/2020,N,07/16/2020,07/15/2022,07/21/2020,07/22/2020,AAC,05/11/2022,NULL,41.939420519,-87.681875251,"(41.93942051904007, -87.68187525122258)","2022-10-06 12:53:44",test,NULL,"2020-07-21 00:00:00","2020-07-16 00:00:00","2022-07-15 00:00:00","2020-07-22 00:00:00","2022-05-11 00:00:00"
1170911-20030216,1307340,6402,3,"ICC ENTERPRISES","ICC ENTERPRISES","601 W CAMPUS DR  B3","ARLINGTON HEIGHTS",IL,60004,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1170911,RENEW,NULL,12/17/2002,03/12/2003,N,02/16/2003,02/15/2004,03/12/2003,07/25/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-03-12 00:00:00","2003-02-16 00:00:00","2004-02-15 00:00:00","2006-07-25 00:00:00",NULL
2009364-20200616,2726245,349503,1,"CHICAGO CUBS BASEBALL CLUB, LLC","CHICAGO CUBS","1060 W ADDISON ST 1ST",CHICAGO,IL,60613,44,31,44-31,19,1050,"Public Place of Amusement",743,"Provides Onsite Amusement or Entertainment",2009364,RENEW,NULL,04/15/2020,08/07/2020,N,06/16/2020,06/15/2022,08/07/2020,05/11/2022,AAI,NULL,17,41.947317489,-87.656417948,"(41.94731748901495, -87.65641794764645)","2022-10-06 12:53:44",test,NULL,"2020-08-07 00:00:00","2020-06-16 00:00:00","2022-06-15 00:00:00","2022-05-11 00:00:00",NULL
2818513-20220616,2844542,427773,2,"MOVING UNITS INC.","MOVING UNITS INC.","4432 N KEDZIE AVE  104",CHICAGO,IL,60625,33,NULL,33-,NULL,1010,"Limited Business License","668 | 904","Graphic Design and Consultation | Retail Sales of General Merchandise",2818513,RENEW,NULL,04/15/2022,05/10/2022,N,06/16/2022,06/15/2024,05/10/2022,05/11/2022,AAI,NULL,60,41.96218474,-87.708422754,"(41.962184740105535, -87.70842275378467)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-11 00:00:00",NULL
1939-20220916,2858243,62544,9,"HYATT CORPORATION","EAST TOWER MAIN KITCHEN","151 E WACKER DR  L",CHICAGO,IL,60601,42,44,42-44,1,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",1939,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2808785-20220511,2808785,478909,1,"DANIELLE TO","DANIELLE TO","2725 S HALSTED ST",CHICAGO,IL,60608,11,NULL,11-,NULL,7008,"Shared Housing Unit Operator",981,"Shared Housing Operator - Host of More Than One Shared Housing Unit",2808785,ISSUE,09/08/2021,09/08/2021,09/18/2021,N,05/11/2022,10/15/2023,09/23/2021,09/24/2021,AAI,NULL,NULL,41.843548903,-87.646265567,"(41.843548903182935, -87.64626556723158)","2022-10-06 12:53:44",test,"2021-09-08 00:00:00","2021-09-18 00:00:00","2022-05-11 00:00:00","2023-10-15 00:00:00","2021-09-24 00:00:00",NULL
69793-20030216,1309805,21274,3,"UNIVANCE TELECOMMUNICATIONS,IN","UNIVANCE TELECOMMUNICATIONS IN","373  INVERNESS SOUTH DR  100",ENGLEWOOD,CO,80112,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,69793,RENEW,NULL,12/17/2002,03/17/2003,N,02/16/2003,02/15/2004,03/26/2003,05/11/2010,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-03-17 00:00:00","2003-02-16 00:00:00","2004-02-15 00:00:00","2010-05-11 00:00:00",NULL
1968629-20220616,2841685,10726,3,"GRAHAM ENTERPRISE INC","Chicago BP@Irving (GEI-152)","841 W IRVING PARK RD",CHICAGO,IL,60613,46,10,46-10,19,1781,Tobacco,763,"Retail Sale of Tobacco",1968629,RENEW,NULL,04/15/2022,05/10/2022,N,06/16/2022,06/15/2023,05/10/2022,05/11/2022,AAI,NULL,18,41.954425019,-87.651324017,"(41.95442501861227, -87.65132401707042)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2022-06-16 00:00:00","2023-06-15 00:00:00","2022-05-11 00:00:00",NULL
2594594-20180417,2594594,426783,1,"HALLE LEONARD","HALLE LEONARD","[REDACTED FOR PRIVACY]",CHICAGO,IL,60614,43,29,43-29,18,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2594594,ISSUE,04/16/2018,04/16/2018,04/16/2018,N,04/17/2018,05/15/2019,04/16/2018,04/17/2018,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2018-04-16 00:00:00","2018-04-16 00:00:00","2018-04-17 00:00:00","2019-05-15 00:00:00","2018-04-17 00:00:00",NULL
1938-20220916,2858242,62544,8,"HYATT CORPORATION","THE GALLERY","151 E WACKER DR  SKYWA",CHICAGO,IL,60601,42,44,42-44,1,1475,"Consumption on Premises - Incidental Activity",638,"Consumption of Liquor on Premises",1938,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2009378-20200616,2726246,349503,3,"CHICAGO CUBS BASEBALL CLUB, LLC","CHICAGO CUBS","1140 W EDDY ST 1ST",CHICAGO,IL,60657,44,38,44-38,19,1003,"Commercial Garage",725,"Provide Parking Spaces For a Fee - Available and Advertised to the Public",2009378,RENEW,NULL,04/15/2020,08/07/2020,N,06/16/2020,06/15/2022,08/07/2020,05/11/2022,AAI,NULL,17,41.94636181,-87.657484742,"(41.94636181029152, -87.6574847423939)","2022-10-06 12:53:44",test,NULL,"2020-08-07 00:00:00","2020-06-16 00:00:00","2022-06-15 00:00:00","2022-05-11 00:00:00",NULL
2055080-20220916,2860372,356337,1,"PRIMERA IRON WORKS CORP.","PRIMERA IRON WORKS CORP.","855 N CICERO AVE 1",CHICAGO,IL,60651,37,21,37-21,11,1010,"Limited Business License",NULL,NULL,2055080,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.896742416,-87.745703326,"(41.8967424164436, -87.74570332642313)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
1899785-20210316,2769221,330192,2,"ELIAS A. KANELLOPOULOS","GOLD COAST CLEANERS","900 N LAKE SHORE DR 1",CHICAGO,IL,60611,2,29,2-29,18,1010,"Limited Business License",648,"Dry Cleaning - Drop Off Location",1899785,RENEW,NULL,01/15/2021,03/04/2021,N,03/16/2021,03/15/2023,03/04/2021,05/11/2022,AAI,NULL,NULL,41.899280991,-87.618894512,"(41.899280990919685, -87.61889451230181)","2022-10-06 12:53:44",test,NULL,"2021-03-04 00:00:00","2021-03-16 00:00:00","2023-03-15 00:00:00","2022-05-11 00:00:00",NULL
2857176-20220808,2857176,218538,96,"LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","4505 N LINCOLN AVE  STOREFRONT",CHICAGO,IL,60625,47,42,47-42,19,4409,"Pop-Up Retail User",1027,"Organizer of a 1-5 Day Event w/ Pop-Up Retail Users at a Trade Show, Exhibition or Convention",2857176,ISSUE,07/08/2022,07/08/2022,08/08/2022,N,08/08/2022,08/13/2022,08/08/2022,08/08/2022,AAI,NULL,21,41.963424053,-87.684990788,"(41.963424053299256, -87.68499078804334)","2022-10-06 12:53:44",test,"2022-07-08 00:00:00","2022-08-08 00:00:00","2022-08-08 00:00:00","2022-08-13 00:00:00","2022-08-08 00:00:00",NULL
1145136-20220916,2857739,14479,2,"THE BUTLER DID IT INC.","ENTERTAINING COMPANY","1640 W WALNUT ST",CHICAGO,IL,60612,27,33,27-33,12,1481,"Caterer's Liquor License",630,"Catering of Liquor To Events",1145136,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.886238989,-87.66859588,"(41.886238989108286, -87.66859587973032)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2548725-20220816,2855099,419075,1,"ALISON MELE","ALISON MELE","[REDACTED FOR PRIVACY]","TINLEY PARK",IL,60487,NULL,NULL,NULL,NULL,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2548725,RENEW,NULL,06/15/2022,08/05/2022,N,08/16/2022,08/15/2023,08/05/2022,08/08/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-08-16 00:00:00","2023-08-15 00:00:00","2022-08-08 00:00:00",NULL
2594594-20210516,2779990,426783,1,"HALLE LEONARD","HALLE LEONARD","[REDACTED FOR PRIVACY]",CHICAGO,IL,60614,43,29,43-29,18,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2594594,RENEW,NULL,03/15/2021,06/16/2021,N,05/16/2021,05/15/2022,06/16/2021,06/17/2021,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2021-06-16 00:00:00","2021-05-16 00:00:00","2022-05-15 00:00:00","2021-06-17 00:00:00",NULL
2846205-20220511,2846205,485684,1,"SUPREME RIMS & TIRES INC.","SUPREME RIMS & TIRES INC.","4163 S ARCHER AVE 1ST",CHICAGO,IL,60632,12,13,12-13,9,1010,"Limited Business License",792,"Sale of Vehicle Parts and Accessories",2846205,ISSUE,05/11/2022,05/11/2022,05/11/2022,N,05/11/2022,05/15/2024,05/11/2022,05/11/2022,AAI,NULL,39,41.817770713,-87.698006394,"(41.81777071313062, -87.69800639403326)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-11 00:00:00","2022-05-11 00:00:00","2024-05-15 00:00:00","2022-05-11 00:00:00",NULL
2780957-20220416,2833895,390575,2,"DINEAMIC STEAK, LLC","PRIME & PROVISIONS","222 N LA SALLE ST 1-2",CHICAGO,IL,60601,42,9,42-9,1,1781,Tobacco,"776 | 937","Retail Sales of Tobacco Products | Retail Sales of Tobacco and Flavored Tobacco Products",2780957,RENEW,NULL,02/15/2022,05/06/2022,N,04/16/2022,04/15/2023,05/06/2022,05/11/2022,AAI,NULL,NULL,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)","2022-10-06 12:53:44",test,NULL,"2022-05-06 00:00:00","2022-04-16 00:00:00","2023-04-15 00:00:00","2022-05-11 00:00:00",NULL
2616993-20180809,2616993,374703,2,"SAE INSTITUTE OF TECHNOLOGY (CHICAGO) CORP.","8/10/18 River North Block Party","820 N ORLEANS ST",CHICAGO,IL,60610,27,48,27-48,18,4409,"Pop-Up Retail User",723,"Organizer of Vendors That Sell for Retail at a Trade Show, Exhibition or Convention",2616993,ISSUE,08/03/2018,08/03/2018,08/09/2018,N,08/09/2018,08/10/2018,08/09/2018,08/09/2018,AAI,NULL,NULL,41.897338047,-87.63734543,"(41.897338047455214, -87.63734543001038)","2022-10-06 12:53:44",test,"2018-08-03 00:00:00","2018-08-09 00:00:00","2018-08-09 00:00:00","2018-08-10 00:00:00","2018-08-09 00:00:00",NULL
2321004-20220816,2854072,355521,15,"BRIGHT HORIZONS CHILDREN'S CENTERS LLC","Bright Horizons at Clybourn","1425 N DAYTON ST 1ST",CHICAGO,IL,60642,27,46,27-46,18,1023,"Children's Services Facility License","820 | 823","Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm | Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm",2321004,RENEW,NULL,06/15/2022,06/23/2022,N,08/16/2022,08/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.907156887,-87.649259472,"(41.9071568870692, -87.64925947162907)","2022-10-06 12:53:44",test,NULL,"2022-06-23 00:00:00","2022-08-16 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
2293833-20220516,2838574,386117,1,"FLYING SQUIRREL INDUSTRIES LLC","SLIPPERY SLOPE","2357 N MILWAUKEE AVE 1 & 2",CHICAGO,IL,60647,1,10,1-10,14,1470,Tavern,829,"Tavern - Consumption of Liquor on Premise",2293833,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2024,05/11/2022,05/11/2022,AAI,NULL,NULL,41.924150306,-87.699150883,"(41.92415030562805, -87.69915088269197)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-11 00:00:00",NULL
2684605-20210816,2796407,461483,1,"J & H DESIGNS INC.","J & H DESIGNS INC.","2746 W DEVON AVE",CHICAGO,IL,60659,50,NULL,50-,NULL,1010,"Limited Business License",764,"Retail Sales of Carpet and/or Furniture",2684605,RENEW,NULL,06/15/2021,05/11/2022,N,08/16/2021,08/15/2023,05/11/2022,05/11/2022,AAI,NULL,43,41.997679634,-87.699081003,"(41.99767963379983, -87.69908100330238)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2021-08-16 00:00:00","2023-08-15 00:00:00","2022-05-11 00:00:00",NULL
2863342-20220808,2863342,488428,1,"YUN SIL JANG","YUN SIL JANG","462 W BROOKLINE CT",PALATINE,IL,60067,NULL,NULL,NULL,NULL,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2863342,ISSUE,08/08/2022,08/08/2022,08/08/2022,N,08/08/2022,08/15/2024,NULL,08/08/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2022-08-08 00:00:00","2022-08-08 00:00:00","2022-08-08 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
1968626-20220616,2841684,10726,3,"GRAHAM ENTERPRISE INC","Chicago BP@Irving (GEI-152)","841 W IRVING PARK RD",CHICAGO,IL,60613,46,10,46-10,19,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",1968626,RENEW,NULL,04/15/2022,05/10/2022,N,06/16/2022,06/15/2024,05/10/2022,05/11/2022,AAI,NULL,18,41.954425019,-87.651324017,"(41.95442501861227, -87.65132401707042)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-11 00:00:00",NULL
2621669-20211216,2816160,402671,2,"SIXT RENT A CAR, LLC","Sixt Rent A Car, LLC","10255 W ZEMKE BLVD",CHICAGO,IL,60666,41,27,41-27,16,1010,"Limited Business License",793,"Sales / Car Rental / Lease of Motorized Vehicles",2621669,RENEW,NULL,10/15/2021,11/11/2021,N,12/16/2021,12/15/2023,11/11/2021,08/08/2022,AAI,NULL,NULL,41.994793386,-87.88270766,"(41.994793386111766, -87.88270765951567)","2022-10-06 12:53:44",test,NULL,"2021-11-11 00:00:00","2021-12-16 00:00:00","2023-12-15 00:00:00","2022-08-08 00:00:00",NULL
2212246-20180816,2604971,334772,2,"MIGUEL ANGEL DUARTE-SOLIS","MIGUEL ANGEL DUARTE-SOLIS","5015 S DAMEN AVE 1ST",CHICAGO,IL,60609,15,15,15-15,9,4406,"Peddler License",770,"Peddler (Over 65 Years of Age) - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2212246,RENEW,NULL,06/15/2018,08/22/2018,N,08/16/2018,10/15/2020,NULL,08/22/2018,AAI,NULL,NULL,41.802569456,-87.674395755,"(41.802569455769735, -87.67439575456822)","2022-10-06 12:53:44",test,NULL,"2018-08-22 00:00:00","2018-08-16 00:00:00","2020-10-15 00:00:00","2018-08-22 00:00:00",NULL
1144115-20030216,1324330,215267,1,"COMMERCIAL LEASING CORPORATION.","SunBridge Capital, Inc.","6300  NALL AVE 2 200",MISSION,KS,66202,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1144115,RENEW,NULL,12/17/2002,02/26/2003,N,02/16/2003,02/15/2004,02/26/2003,01/25/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-02-26 00:00:00","2003-02-16 00:00:00","2004-02-15 00:00:00","2006-01-25 00:00:00",NULL
2840733-20220511,2840733,8970,210,"COMPASS GROUP USA, INC.","Compass Group USA, Inc.","1 N WACKER DR 2ND",CHICAGO,IL,60606,42,NULL,42-,NULL,7013,"Pop-Up Establishment Host - Tier II",1025,"Pop-Up Food Est. User Host - Tier II (Pre-Packaged Prepared Hot/Cold Food. Final Prep On-Site)",2840733,ISSUE,03/31/2022,03/31/2022,04/01/2022,N,05/11/2022,04/15/2023,05/11/2022,05/11/2022,AAI,NULL,NULL,41.881951876,-87.636620349,"(41.88195187648601, -87.63662034940238)","2022-10-06 12:53:44",test,"2022-03-31 00:00:00","2022-04-01 00:00:00","2022-05-11 00:00:00","2023-04-15 00:00:00","2022-05-11 00:00:00",NULL
1694745-20061116,1753621,64603,5,"LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","1945 W HUBBARD ST  B",CHICAGO,IL,60622,27,27,27-27,12,1010,"Limited Business License",NULL,NULL,1694745,RENEW,NULL,09/20/2006,11/03/2006,N,11/16/2006,11/15/2007,11/03/2006,11/06/2006,AAI,NULL,NULL,41.889627703,-87.67623091,"(41.8896277030332, -87.67623090978807)","2022-10-06 12:53:44",test,NULL,"2006-11-03 00:00:00","2006-11-16 00:00:00","2007-11-15 00:00:00","2006-11-06 00:00:00",NULL
2511412-20190516,2657181,413393,26,"SSP AMERICA, INC.","ORANGE LINE","5700 S CICERO AVE  CB12ACB12B",CHICAGO,IL,60638,23,41,23-41,8,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2511412,RENEW,NULL,03/15/2019,05/01/2019,N,05/16/2019,07/15/2021,05/01/2019,05/02/2019,AAI,NULL,NULL,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)","2022-10-06 12:53:44",test,NULL,"2019-05-01 00:00:00","2019-05-16 00:00:00","2021-07-15 00:00:00","2019-05-02 00:00:00",NULL
2840941-20220412,2840941,484624,1,"W-SF GOLDFINGER OWNER VIII, L.L.C.","W-SF Goldfinger Owner VIII, L.L.C.","167 N GREEN ST 10 1001",CHICAGO,IL,60607,27,NULL,27-,NULL,1010,"Limited Business License",1078,"Property Management / Real Estate Management",2840941,ISSUE,04/06/2022,04/06/2022,04/11/2022,N,04/12/2022,04/15/2024,04/11/2022,04/12/2022,AAI,NULL,NULL,41.885044177,-87.648475907,"(41.88504417665877, -87.64847590715003)","2022-10-06 12:53:44",test,"2022-04-06 00:00:00","2022-04-11 00:00:00","2022-04-12 00:00:00","2024-04-15 00:00:00","2022-04-12 00:00:00",NULL
2717980-20220511,2717980,9584,5,"HORNBLOWER CRUISES AND EVENTS, LLC","SPIRIT OF NAVY PIER","600 E GRAND AVE  2600",CHICAGO,IL,60611,42,11,42-11,18,1006,"Retail Food Establishment",782,"Sale of Food Prepared Onsite Without Dining Area",2717980,ISSUE,02/25/2020,04/26/2022,04/26/2022,N,05/11/2022,03/15/2023,05/11/2022,05/11/2022,AAI,NULL,NULL,41.892094137,-87.611569884,"(41.892094136861786, -87.61156988394656)","2022-10-06 12:53:44",test,"2020-02-25 00:00:00","2022-04-26 00:00:00","2022-05-11 00:00:00","2023-03-15 00:00:00","2022-05-11 00:00:00",NULL
2863265-20220808,2863265,16105,21,"PARTY CITY CORPORATION","Halloween City","8133 S CICERO AVE",CHICAGO,IL,60652,18,NULL,18-,NULL,1010,"Limited Business License",904,"Retail Sales of General Merchandise",2863265,ISSUE,08/05/2022,08/05/2022,08/05/2022,N,08/08/2022,11/15/2023,08/05/2022,08/08/2022,AAI,NULL,NULL,41.744722105,-87.741060205,"(41.74472210502678, -87.74106020457465)","2022-10-06 12:53:44",test,"2022-08-05 00:00:00","2022-08-05 00:00:00","2022-08-08 00:00:00","2023-11-15 00:00:00","2022-08-08 00:00:00",NULL
2263778-20190616,2662258,381911,1,"A&J MUFFLERS AND BRAKES CORP.","ABY'S SHOP","4146-4148 S WESTERN AVE 1ST",CHICAGO,IL,60609,12,21,12-21,9,8340,"Motor Vehicle Services License",712,"Motor Vehicle Repair -  Engine and Transmission Work",2263778,RENEW,NULL,04/15/2019,06/27/2019,N,06/16/2019,07/15/2021,06/27/2019,06/27/2019,AAI,NULL,NULL,41.817928961,-87.6848298,"(41.81792896055436, -87.68482980036839)","2022-10-06 12:53:44",test,NULL,"2019-06-27 00:00:00","2019-06-16 00:00:00","2021-07-15 00:00:00","2019-06-27 00:00:00",NULL
2601379-20200616,2727930,428052,1,"NYM MERGER HOLDINGS LLC","Oak + Fort","1715 N DAMEN AVE",CHICAGO,IL,60647,32,36,32-36,14,1010,"Limited Business License",911,"Retail Sales of Clothing / Accessories / Shoes",2601379,RENEW,NULL,04/15/2020,02/23/2022,N,06/16/2020,06/15/2022,02/23/2022,05/11/2022,AAI,NULL,33,41.912750695,-87.677368344,"(41.91275069507496, -87.67736834388643)","2022-10-06 12:53:44",test,NULL,"2022-02-23 00:00:00","2020-06-16 00:00:00","2022-06-15 00:00:00","2022-05-11 00:00:00",NULL
62588-20030216,1334887,19763,2,"CHECKPOINT SECURITY SYSTEMS GR","CHECKPOINT SECURITIY SYSTEMS","6640  SHADY OAK RD  300","EDEN PRAIRIE",MN,55344,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,62588,RENEW,NULL,02/20/2003,05/22/2003,N,02/16/2003,02/15/2004,05/27/2003,05/11/2010,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-05-22 00:00:00","2003-02-16 00:00:00","2004-02-15 00:00:00","2010-05-11 00:00:00",NULL
2840592-20220511,2840592,392906,25,"FOXTROT VENTURES, INCORPORATED",Foxtrot,"3649 N CLARK ST 1",CHICAGO,IL,60613,44,NULL,44-,NULL,1475,"Consumption on Premises - Incidental Activity","638 | 767 | 904","Consumption of Liquor on Premises | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of General Merchandise",2840592,ISSUE,03/30/2022,04/01/2022,03/30/2022,N,05/11/2022,05/15/2024,05/11/2022,05/11/2022,AAI,NULL,17,41.948480847,-87.657372263,"(41.94848084659548, -87.65737226343279)","2022-10-06 12:53:44",test,"2022-03-30 00:00:00","2022-03-30 00:00:00","2022-05-11 00:00:00","2024-05-15 00:00:00","2022-05-11 00:00:00",NULL
2009390-20200616,2726248,349503,5,"CHICAGO CUBS BASEBALL CLUB, LLC","CHICAGO CUBS","1102 W WAVELAND AVE 1ST",CHICAGO,IL,60613,44,31,44-31,19,1003,"Commercial Garage",725,"Provide Parking Spaces For a Fee - Available and Advertised to the Public",2009390,RENEW,NULL,04/15/2020,08/07/2020,N,06/16/2020,06/15/2022,08/07/2020,05/11/2022,AAI,NULL,17,41.949112127,-87.656954796,"(41.94911212714381, -87.65695479567098)","2022-10-06 12:53:44",test,NULL,"2020-08-07 00:00:00","2020-06-16 00:00:00","2022-06-15 00:00:00","2022-05-11 00:00:00",NULL
2728172-20220516,2839654,467768,1,"Wharff Wellness, LLC","Wharff Wellness, LLC","11240 S WESTERN AVE",CHICAGO,IL,60643,19,NULL,19-,NULL,1010,"Limited Business License",767,"Retail Sales of General Merchandise and Non-Perishable Food",2728172,RENEW,NULL,03/15/2022,05/11/2022,N,05/16/2022,05/15/2024,05/11/2022,05/11/2022,AAI,NULL,20,41.688592862,-87.681201407,"(41.688592862415135, -87.68120140652782)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-11 00:00:00",NULL
